Name,Address,City,State,Workers,Local,District,Contract
"3251 20th Ave, San Francisco, CA",3251 20th Ave,San Francisco,CA,87,1008,4,Turquoise
"425 Market Street, San Francisco, CA",425 Market Street,San Francisco,CA,60,7384,9,Goldenrod
"39121 Fremont Blvd, Fremont, CA",39121 Fremont Blvd,Fremont,CA,16,8148,2,Khaki
"1452 Stoneridge Mall Rd, Pleasanton, CA",1452 Stoneridge Mall Rd,Pleasanton,CA,98,6754,3,Purple
"30870 Dyer Street, Union City, CA",30870 Dyer Street,Union City,CA,39,9681,6,Khaki
"5779 Las Positas Rd, Livermore, CA",5779 Las Positas Rd,Livermore,CA,69,8205,9,Goldenrod
"1274 East Plumb Lane, Suite A, Reno, NV",1274 East Plumb Lane,Reno,NV,57,3256,3,Blue
"9310 S. Eastern Ave, Las Vegas, NV",9310 S. Eastern Ave,Las Vegas,NV,16,5843,1,Red
"4750 W. Sahara Ave, Las Vegas, NV",4750 W. Sahara Ave,Las Vegas,NV,53,587,6,Violet
"279 Los Altos Pkwy, Sparks, NV",279 Los Altos Pkwy,Sparks,NV,100,9797,6,Yellow
"6436 N. Decator Blvd, Las Vegas, NV",6436 N. Decator Blvd,Las Vegas,NV,75,892,1,Goldenrod
"7531 W Lake Mead Blvd, Las Vegas, NV",7531 W Lake Mead Blvd,Las Vegas,NV,79,6339,8,Yellow
"5705 Centennial Center Blv 110, Las Vegas, NV",5705 Centennial Center Blv 110,Las Vegas,NV,11,6707,9,Red
"325 N. Nellis Blvd. Ste 130, Las Vegas, NV",325 N. Nellis Blvd. Ste 130,Las Vegas,NV,14,5746,1,Purple
"920 S Rampart Blvd, Las Vegas, NV",920 S Rampart Blvd,Las Vegas,NV,60,1029,6,Orange
"2572 Idaho St Ste A-3, Elko, NV",2572 Idaho St Ste A-3,Elko,NV,100,9591,4,Maroon
"1565 E Lincoln Way, Sparks, NV",1565 E Lincoln Way,Sparks,NV,93,9988,8,Turquoise
"75 Damonte Ranch Pkwy, Reno, NV",75 Damonte Ranch Pkwy,Reno,NV,72,9372,6,Khaki
"7425 S. Durango Dr, Las Vegas, NV",7425 S. Durango Dr,Las Vegas,NV,43,573,8,Purple
"609 N Stephanie St., Henderson, NV",609 N Stephanie St.,Henderson,NV,18,1389,1,Indigo
"4380 Blue Diamond Rd, Las Vegas, NV",4380 Blue Diamond Rd,Las Vegas,NV,54,2494,3,Red
"2015 W Craig Rd, North Las Vegas, NV",2015 W Craig Rd,North Las Vegas,NV,15,8114,2,Fuscia
"3750 Morrow Ln, Chico, CA",3750 Morrow Ln,Chico,CA,80,6315,8,Blue
"421 F St, Marysville, CA",421 F St,Marysville,CA,42,2888,7,Crimson
"1947 E 20th St, Chico, CA",1947 E 20th St,Chico,CA,23,5638,9,Khaki
"4434 Mountain Lakes Blvd, Redding, CA",4434 Mountain Lakes Blvd,Redding,CA,84,9920,7,Green
"377 Keahole Strett, Ste. D7, Honolulu, HI",377 Keahole Strett,Honolulu,HI,4,3621,5,Fuscia
"275 W Kaahumanu Ave, Kahului, HI",275 W Kaahumanu Ave,Kahului,HI,11,5302,5,Pink
"1067 Kapiolani Blvd., Honolulu, HI",1067 Kapiolani Blvd.,Honolulu,HI,61,6841,4,Puce
"3333 Lakeshore Blvd, Oakland, CA",3333 Lakeshore Blvd,Oakland,CA,92,4553,6,Yellow
"4010 El Cerrito Plz, El Cerrito, CA",4010 El Cerrito Plz,El Cerrito,CA,86,6873,9,Violet
"1160 Kuala Street, Pearl City, HI",1160 Kuala Street,Pearl City,HI,67,3289,5,Crimson
"74-5457 Makala Blvd Ste 100, Kailua-kona, HI",74-5457 Makala Blvd Ste 100,Kailua-kona,HI,19,4688,8,Puce
"5691 Bay St, Emeryville, CA",5691 Bay St,Emeryville,CA,44,5116,8,Fuscia
"900 Kapahulu Ave, Honolulu, HI",900 Kapahulu Ave,Honolulu,HI,25,6339,5,Purple
"590 Farrington Hwy, Kapolei, HI",590 Farrington Hwy,Kapolei,HI,12,5345,2,Pink
"915431 Kapolei Parkway Ste 320, Kapolei, HI",915431 Kapolei Parkway Ste 320,Kapolei,HI,17,3809,3,Green
"1580 E 14th Street, San Leandro, CA",1580 E 14th Street,San Leandro,CA,38,148,2,Yellow
"2180 Shattuck Avenue, Berkeley, CA",2180 Shattuck Avenue,Berkeley,CA,14,9760,9,Orange
"95-1249 Meheula Pkwy, Mililani, HI",95-1249 Meheula Pkwy,Mililani,HI,67,6204,4,Aquamarine
"333 Kilauea Ave, Hilo, HI",333 Kilauea Ave,Hilo,HI,63,5226,3,Yellow
"3-3277 Kuhio Hwy, Lihue, HI",3-3277 Kuhio Hwy,Lihue,HI,32,9107,4,Turquoise
"1450 Ala Moana Blvd Sp 1240, Honolulu, HI",1450 Ala Moana Blvd Sp 1240,Honolulu,HI,49,2889,6,Mauv
"94-050 Farrington Hwy, Waipahu, HI",94-050 Farrington Hwy,Waipahu,HI,47,5355,2,Puce
"45-480 Kaneohe Bay Dr, Kaneohe, HI",45-480 Kaneohe Bay Dr,Kaneohe,HI,51,9504,3,Khaki
"500 Kahelu Ave, Mililani, HI",500 Kahelu Ave,Mililani,HI,99,9164,5,Turquoise
"4300 Ming Ave, Bakersfield, CA",4300 Ming Ave,Bakersfield,CA,34,1154,4,Goldenrod
"3501 Mall View Rd, Bakersfield, CA",3501 Mall View Rd,Bakersfield,CA,88,5182,4,Khaki
"4180 Truxtun Ave, Bakersfield, CA",4180 Truxtun Ave,Bakersfield,CA,42,70,4,Purple
"3401 Coffee Road, Bakersfield, CA",3401 Coffee Road,Bakersfield,CA,92,226,4,Khaki
"1460 Hulsey Way, Manteca, CA",1460 Hulsey Way,Manteca,CA,32,5585,4,Goldenrod
"6855 W Eight Mile Rd, Stockton, CA",6855 W Eight Mile Rd,Stockton,CA,50,8373,2,Blue
"2439 W Kettleman Ln, Lodi, CA",2439 W Kettleman Ln,Lodi,CA,16,1837,4,Red
"2805 Naglee Rd, Tracy, CA",2805 Naglee Rd,Tracy,CA,22,4890,7,Violet
"5756 Pacific Ave, Stockton, CA",5756 Pacific Ave,Stockton,CA,71,272,8,Yellow
"835 Browning St, Suite 101, Redding, CA",835 Browning St,Redding,CA,32,9882,8,Goldenrod
"10030 Goethe Rd, Sacramento, CA",10030 Goethe Rd,Sacramento,CA,89,5619,5,Yellow
"1136 Galleria Blvd., Roseville, CA",1136 Galleria Blvd.,Roseville,CA,91,4942,7,Red
"2700 Watt Ave, Sacramento, CA",2700 Watt Ave,Sacramento,CA,56,8251,5,Purple
"3591 Truxel Road, Sacramento, CA",3591 Truxel Road,Sacramento,CA,14,7320,7,Orange
"5550 Sunrise Blvd Ste 100, Citrus Heights, CA",5550 Sunrise Blvd Ste 100,Citrus Heights,CA,29,401,8,Maroon
"9170 W Stockton Blvd, Elk Grove, CA",9170 W Stockton Blvd,Elk Grove,CA,36,576,5,Turquoise
"2030 Douglas Blvd., Roseville, CA",2030 Douglas Blvd.,Roseville,CA,9,9336,5,Khaki
"1743 Arden Way, Sacramento, CA",1743 Arden Way,Sacramento,CA,69,5292,9,Purple
"290 Palladio Pkwy Suite 851, Folsom, CA",290 Palladio Pkwy Suite 851,Folsom,CA,9,6842,4,Indigo
"1407 J St, Sacramento, CA",1407 J St,Sacramento,CA,73,7854,8,Red
"2244 Fair Oaks Blvd., Sacramento, CA",2244 Fair Oaks Blvd.,Sacramento,CA,86,2560,5,Fuscia
"1439 Main Street, Suite 1, Watsonville, CA",1439 Main Street,Watsonville,CA,25,8887,5,Blue
"2794 El Camino Real, Santa Clara, CA",2794 El Camino Real,Santa Clara,CA,88,2242,1,Crimson
"185 Ranch Drive, Milpitas, CA",185 Ranch Drive,Milpitas,CA,80,5747,6,Khaki
"2980 E Capitol Expy, San Jose, CA",2980 E Capitol Expy,San Jose,CA,43,3172,7,Green
"2855 Stevens Creek Blvd Ste A7, Santa Clara, CA",2855 Stevens Creek Blvd Ste A7,Santa Clara,CA,76,4419,5,Fuscia
"8647 San Ysidro, Gilroy, CA",8647 San Ysidro,Gilroy,CA,46,8606,7,Pink
"1620 North Main St, Salinas, CA",1620 North Main St,Salinas,CA,29,6916,4,Puce
"1705 Story Rd, San Jose, CA",1705 Story Rd,San Jose,CA,13,2728,5,Yellow
"31 West Hillsdale Blvd, San Mateo, CA",31 West Hillsdale Blvd,San Mateo,CA,82,1374,9,Violet
"1546 Saratoga Ave, San Jose, CA",1546 Saratoga Ave,San Jose,CA,97,4005,4,Crimson
"2805 El Camino Real, Palo Alto, CA",2805 El Camino Real,Palo Alto,CA,51,8392,3,Puce
"904 B Blossom Hill Rd, San Jose, CA",904 B Blossom Hill Rd,San Jose,CA,44,5072,8,Fuscia
"1206 El Camino Real, San Bruno, CA",1206 El Camino Real,San Bruno,CA,32,4295,7,Purple
"19479 Stevens Creek Blvd. Ste, Cupertino, CA",19479 Stevens Creek Blvd. Ste,Cupertino,CA,51,5355,5,Pink
"11998 Los Osos Valley Blvd, San Luis Obispo, CA",11998 Los Osos Valley Blvd,San Luis Obispo,CA,15,5054,8,Green
"1054 Harter Rd., Yuba City, CA",1054 Harter Rd.,Yuba City,CA,74,9911,4,Yellow
"3970-4 Missouri Flat Rd, Placerville, CA",3970-4 Missouri Flat Rd,Placerville,CA,35,9870,8,Orange
"1844 Sycamore Dr, Simi Valley, CA",1844 Sycamore Dr,Simi Valley,CA,42,912,3,Aquamarine
"1956 N Rose Avenue, Oxnard, CA",1956 N Rose Avenue,Oxnard,CA,53,9224,4,Yellow
"1263 Simi Valley Town Cntr Way, Simi Valley, CA",1263 Simi Valley Town Cntr Way,Simi Valley,CA,5,9312,7,Turquoise
"1788-b S. Victoria Ave, Ventura, CA",1788-b S. Victoria Ave,Ventura,CA,2,2951,8,Mauv
"3301 E. Main Street Ste.1505, Ventura, CA",3301 E. Main Street Ste.1505,Ventura,CA,40,1487,3,Puce
"1955 Daily Dr, Camarillo, CA",1955 Daily Dr,Camarillo,CA,95,3390,3,Khaki
"7060 Marketplace, Goleta, CA",7060 Marketplace,Goleta,CA,32,3029,8,Turquoise
"101 S. La Cumbre Road, Santa Barbara, CA",101 S. La Cumbre Road,Santa Barbara,CA,94,5812,3,Goldenrod
"180 N. Moorpark Rd, Thousand Oaks, CA",180 N. Moorpark Rd,Thousand Oaks,CA,83,3682,9,Khaki
"2356 S Bradley Rd, Santa Maria, CA",2356 S Bradley Rd,Santa Maria,CA,45,3900,4,Purple
"300 Kinetic Dr, Oxnard, CA",300 Kinetic Dr,Oxnard,CA,57,1928,8,Khaki
"5827 Rosemead Blvd, Temple City, CA",5827 Rosemead Blvd,Temple City,CA,16,9956,6,Goldenrod
"810 East Valley Blvd., Alhambra, CA",810 East Valley Blvd.,Alhambra,CA,89,4808,9,Blue
"830 West Arrow Hwy, San Dimas, CA",830 West Arrow Hwy,San Dimas,CA,84,3458,4,Red
"5057 Whittier Blvd, Los Angeles, CA",5057 Whittier Blvd,Los Angeles,CA,78,2954,5,Violet
"2000 W. Imperial Hwy, La Habra, CA",2000 W. Imperial Hwy,La Habra,CA,24,6195,9,Yellow
"112 Plaza Dr Ste 426, West Covina, CA",112 Plaza Dr Ste 426,West Covina,CA,70,8700,4,Goldenrod
"17342 Colima Rd, Rowland Heights, CA",17342 Colima Rd,Rowland Heights,CA,65,9314,2,Yellow
"83 E. Coloroado Blvd, Pasadena, CA",83 E. Coloroado Blvd,Pasadena,CA,15,6547,5,Red
"6045 E Slauson Ave, Commerce, CA",6045 E Slauson Ave,Commerce,CA,97,374,7,Purple
"3699 E Foothill Blvd, Pasadena, CA",3699 E Foothill Blvd,Pasadena,CA,15,5735,4,Orange
"3361 Rosecrans, San Diego, CA",3361 Rosecrans,San Diego,CA,99,3534,6,Maroon
"50 Town Center Pkwy, Santee, CA",50 Town Center Pkwy,Santee,CA,88,3601,7,Turquoise
"3030 Plaza Bonita Rd., National City, CA",3030 Plaza Bonita Rd.,National City,CA,54,4214,5,Khaki
"500 E Danenberg Drive Ste 100, El Centro, CA",500 E Danenberg Drive Ste 100,El Centro,CA,3,716,8,Purple
"555 Broadway, Chula Vista, CA",555 Broadway,Chula Vista,CA,89,9854,1,Indigo
"8225 Mira Mesa Blvd, San Diego, CA",8225 Mira Mesa Blvd,San Diego,CA,59,9582,5,Red
"7480 Convoy Ct, San Diego, CA",7480 Convoy Ct,San Diego,CA,62,6038,6,Fuscia
"2011 Camino Del Este North, San Diego, CA",2011 Camino Del Este North,San Diego,CA,37,2035,4,Blue
"878 Eastlake Parkway, Chula Vista, CA",878 Eastlake Parkway,Chula Vista,CA,40,5896,3,Crimson
"2883 Jamacha Rd, El Cajon, CA",2883 Jamacha Rd,El Cajon,CA,61,40,5,Khaki
"252 Broadway, San Diego, CA",252 Broadway,San Diego,CA,7,1867,5,Green
"5690 Balboa Arms Dr, San Diego, CA",5690 Balboa Arms Dr,San Diego,CA,76,1559,7,Fuscia
"2775 El Camino Real, Tustin, CA",2775 El Camino Real,Tustin,CA,25,7664,1,Pink
"1452 Edinger Ave, Tustin, CA",1452 Edinger Ave,Tustin,CA,82,8073,3,Puce
"298 E 17th St, Costa Mesa, CA",298 E 17th St,Costa Mesa,CA,90,3995,2,Yellow
"125 S Main St, Orange, CA",125 S Main St,Orange,CA,31,749,1,Violet
"16496 Beach Blvd, Westminster, CA",16496 Beach Blvd,Westminster,CA,100,4599,4,Crimson
"23842 El Toro Rd, Lake Forest, CA",23842 El Toro Rd,Lake Forest,CA,94,1979,3,Puce
"7501 Edinger Avenue, Huntington Beach, CA",7501 Edinger Avenue,Huntington Beach,CA,81,8554,3,Fuscia
"3711 S Bristol St, Santa Ana, CA",3711 S Bristol St,Santa Ana,CA,93,104,5,Purple
"1345 S Harbor Blvd, Fullerton, CA",1345 S Harbor Blvd,Fullerton,CA,54,2711,2,Pink
"1643 E Imperial Hwy, Brea, CA",1643 E Imperial Hwy,Brea,CA,20,908,6,Green
"13102 Harbor Blvd, Garden Grove, CA",13102 Harbor Blvd,Garden Grove,CA,96,5821,5,Yellow
"6328 Irvine Blvd, Irvine, CA",6328 Irvine Blvd,Irvine,CA,65,6435,6,Orange
"5550 E. Santa Ana Canyon Road, Anaheim, CA",5550 E. Santa Ana Canyon Road,Anaheim,CA,55,153,5,Aquamarine
"225 West Avenida Vista Hermosa, San Clemente, CA",225 West Avenida Vista Hermosa,San Clemente,CA,68,2697,3,Yellow
"10035 Adams Ave., Huntington Beach, CA",10035 Adams Ave.,Huntington Beach,CA,66,9886,6,Turquoise
"301 N Crescent Way, Anaheim, CA",301 N Crescent Way,Anaheim,CA,68,9743,3,Mauv
"18011 Newhope Street, Fountain Valley, CA",18011 Newhope Street,Fountain Valley,CA,33,3070,4,Puce
"417 W. Warner, Santa Ana, CA",417 W. Warner,Santa Ana,CA,88,7482,7,Khaki
"347 Vista Village Drive, Vista, CA",347 Vista Village Drive,Vista,CA,9,214,3,Turquoise
"11954 Carmel Mtn Rnch Rd, San Diego, CA",11954 Carmel Mtn Rnch Rd,San Diego,CA,68,9142,3,Goldenrod
"1268 Auto Pkwy, Escondido, CA",1268 Auto Pkwy,Escondido,CA,23,8357,1,Khaki
"133 S. Las Posas, San Marcos, CA",133 S. Las Posas,San Marcos,CA,67,9253,9,Purple
"2530 Vista Way, Oceanside, CA",2530 Vista Way,Oceanside,CA,41,5262,2,Khaki
"3435 Del Mar Heights Rd Ste D2, San Diego, CA",3435 Del Mar Heights Rd Ste D2,San Diego,CA,71,9049,6,Goldenrod
"301 W Mckinley, Suite 110, Sunnyvale, CA",301 W Mckinley,Sunnyvale,CA,18,2898,6,Blue
"1274 East Plumb Lane, Suite A, Reno, NV",1274 East Plumb Lane,Reno,NV,27,589,4,Red
"46-056 Kamehameha Hwy Spc C-02, Kaneohe, HI",46-056 Kamehameha Hwy Spc C-02,Kaneohe,HI,84,684,5,Violet
"1375 Capital Blvd, Reno, NV",1375 Capital Blvd,Reno,NV,43,8154,7,Yellow
"196 Suburban Rd, San Luis Obispo, CA",196 Suburban Rd,San Luis Obispo,CA,20,8635,4,Goldenrod
"5749 Humboldt Hill Rd, Eureka, CA",5749 Humboldt Hill Rd,Eureka,CA,63,663,5,Yellow
"46-056 Kamehameha Hwy, Kaneohe, HI",46-056 Kamehameha Hwy,Kaneohe,HI,73,7450,6,Red
"920 S Rampart Blvd, Las Vegas, NV",920 S Rampart Blvd,Las Vegas,NV,39,9196,6,Purple
"6750 Via Austi Pkwy, Las Vegas, NV",6750 Via Austi Pkwy,Las Vegas,NV,24,6002,4,Orange
"12911 E 183rd St, Cerritos, CA",12911 E 183rd St,Cerritos,CA,79,9590,9,Maroon
