,Name,Address,City,State,Workers,Local,District,Contract,lon,lat
399,"4725 Virginia Beach Blvd Bld C, Virginia Beach, VA",4725 Virginia Beach Blvd Bld C,Virginia Beach,VA,97,7905,7,Goldenrod,-76.1404253,36.8422906
137,"604 Factory Ave, Syracuse, NY",604 Factory Ave,Syracuse,NY,55,2748,3,Maroon,-76.1353474,43.0906994
140,"404 Smith St, Syracuse, NY",404 Smith St,Syracuse,NY,66,1597,8,Yellow,-76.0900417,43.0541497
323,"3455 Erie Blvd East, Ste 1, Dewitt, NY",3455 Erie Blvd East,Dewitt,NY,31,6479,1,Aquamarine,-76.0683994,43.0453013
283,"586 Susquehanna Boulevard, Hazleton, PA",586 Susquehanna Boulevard,Hazleton,PA,6,175,7,Purple,-76.0186549,40.9806136
136,"3108 Vestal Pkwy E, Vestal, NY",3108 Vestal Pkwy E,Vestal,NY,44,9884,6,Yellow,-76.0031489,42.0950528
287,"2733 Paper Mills Rd, Reading, PA",2733 Paper Mills Rd,Reading,PA,66,5817,8,Yellow,-75.9837866,40.3574207
129,"223 Reynolds Rd, Johnson City, NY",223 Reynolds Rd,Johnson City,NY,36,5961,9,Puce,-75.9732028,42.1274837
268,"1665 State Hill Rd, Wyomissing, PA",1665 State Hill Rd,Wyomissing,PA,93,4821,3,Yellow,-75.9702665,40.3412592
138,"21182 Salmon Run Mall Loop W, Watertown, NY",21182 Salmon Run Mall Loop W,Watertown,NY,80,1700,3,Violet,-75.9526377,43.9774268
295,"485 Lasley Ave, Hanover Township, PA",485 Lasley Ave,Hanover Township,PA,99,2288,2,Yellow,-75.9261394,41.2053919
310,"277 Mundy Street, Wilkes Barre, PA",277 Mundy Street,Wilkes Barre,PA,27,2640,8,Indigo,-75.8421836,41.2425583
246,"1020 Blakeslee Blvd, Lehighton, PA",1020 Blakeslee Blvd,Lehighton,PA,100,3619,7,Indigo,-75.7293877,40.8180094
294,"1108 Town Square Rd., Pottstown, PA",1108 Town Square Rd.,Pottstown,PA,59,9643,3,Teal,-75.6602203,40.2275699
302,"4603 Kirkwood Highway, Wilmington, DE",4603 Kirkwood Highway,Wilmington,DE,87,419,2,Turquoise,-75.6596749,39.7236581
240,"100 Viewmont Mall, Scranton, PA",100 Viewmont Mall,Scranton,PA,49,9165,4,Puce,-75.6510843,41.4604048
297,"132 Christiana Mall, Space1740, Newark, DE",132 Christiana Mall,Newark,DE,94,508,7,Mauv,-75.6503965,39.6778388
281,"809 Scranton Carbondale Hwy, Scranton, PA",809 Scranton Carbondale Hwy,Scranton,PA,32,5797,9,Violet,-75.6484025,41.4658487
296,"241 Exton Square Pkwy, Exton, PA",241 Exton Square Pkwy,Exton,PA,66,5973,5,Yellow,-75.6238373,40.0313342
301,"65 Southgate Blvd, New Castle, DE",65 Southgate Blvd,New Castle,DE,54,8807,3,Maroon,-75.5732007,39.6936557
307,"1115 West Chester Pike, West Chester, PA",1115 West Chester Pike,West Chester,PA,96,1485,3,Teal,-75.5724237,39.9689277
365,"105 West Ruark Drive, Salisbury, MD",105 West Ruark Drive,Salisbury,MD,4,615,9,Red,-75.5684709,38.4063691
300,"3601 Concord Pike, Wilmington, DE",3601 Concord Pike,Wilmington,DE,79,6864,1,Green,-75.5480718,39.8041507
304,"4025 West Tilghman Street Un 3, Allentown, PA",4025 West Tilghman Street Un 3,Allentown,PA,26,881,5,Orange,-75.5452744,40.5933634
298,"5608 Concord Pike, Wilmington, DE",5608 Concord Pike,Wilmington,DE,48,1128,2,Indigo,-75.5435722,39.8341382
260,"4350 Commerce Dr, Whitehall, PA",4350 Commerce Dr,Whitehall,PA,18,1629,6,Pink,-75.5206185,40.6670032
303,"275 North Dupont Highway, Dover, DE",275 North Dupont Highway,Dover,DE,56,6346,1,Puce,-75.5180708,39.1714213
248,"400 Schell Lane, Phoenixville, PA",400 Schell Lane,Phoenixville,PA,29,9832,7,Mauv,-75.4896336,40.134162
259,"1906 Macarthur Rd, Whitehall, PA",1906 Macarthur Rd,Whitehall,PA,19,7319,9,Fuscia,-75.4864215,40.632327
247,"214 Lehigh Valley Mall, Whitehall, PA",214 Lehigh Valley Mall,Whitehall,PA,53,4371,6,Aquamarine,-75.4815109,40.6309895
279,"950 Madison Ave, Norristown, PA",950 Madison Ave,Norristown,PA,6,8120,7,Mauv,-75.4125665,40.1216605
252,"160 N Gulph Rd, King Of Prussia, PA",160 N Gulph Rd,King Of Prussia,PA,65,9277,3,Goldenrod,-75.3907289,40.0893176
311,"60 West Ave, Wayne, PA",60 West Ave,Wayne,PA,79,80,1,Indigo,-75.3906756,40.0453668
293,"620 West Dekalb Pike, King Of Prussia, PA",620 West Dekalb Pike,King Of Prussia,PA,69,5665,4,Crimson,-75.3826842,40.088434
261,"1465 W Broad Street, Quakertown, PA",1465 W Broad Street,Quakertown,PA,97,9049,3,Blue,-75.3567719,40.4457979
286,"778 West Sproul Road, Springfield, PA",778 West Sproul Road,Springfield,PA,52,3350,5,Orange,-75.3516254,39.9374307
244,"1100 Baltimore Pike, Springfield, PA",1100 Baltimore Pike,Springfield,PA,43,9044,1,Maroon,-75.3445429,39.9143746
241,"761 - 763 W. Lancaster Ave., Bryn Mawr, PA",761 - 763 W. Lancaster Ave.,Bryn Mawr,PA,81,8301,9,Violet,-75.3153723,40.0208562
151,"4777 Commercial Dr., Utica, NY",4777 Commercial Dr.,Utica,NY,68,1148,1,Khaki,-75.3096495,43.0955219
276,"3758 Dryland Way, Easton, PA",3758 Dryland Way,Easton,PA,79,4573,9,Teal,-75.2839526,40.7127434
263,"3578 Route 611 Suite 265, Bartonsville, PA",3578 Route 611 Suite 265,Bartonsville,PA,45,9652,6,Pink,-75.2722575,41.0003402
243,"117 South 69th Street, Upper Darby, PA",117 South 69th Street,Upper Darby,PA,49,9826,7,Aquamarine,-75.2576591,39.9583538
267,"931 Bethlehem Pike, Montgomeryville, PA",931 Bethlehem Pike,Montgomeryville,PA,69,9109,9,Mauv,-75.2380157,40.2325923
250,"161 E City Avenue, Bala Cynwyd, PA",161 E City Avenue,Bala Cynwyd,PA,91,779,9,Teal,-75.2219224,40.0038052
280,"500 S 27th St, Philadelphia, PA",500 S 27th St,Philadelphia,PA,74,7596,2,Turquoise,-75.1846372,39.9464364
277,"301 W Chelten Avenue, Philadelphia, PA",301 W Chelten Avenue,Philadelphia,PA,16,6869,5,Crimson,-75.1812594,40.0303606
257,"1000 Easton Road, Wyncote, PA",1000 Easton Road,Wyncote,PA,96,3055,1,Yellow,-75.1710781,40.081968
249,"33 S 16th St, Philadelphia, PA",33 S 16th St,Philadelphia,PA,42,3389,8,Pink,-75.1668961,39.9517027
292,"1501 Walnut Street, Philadelphia, PA",1501 Walnut Street,Philadelphia,PA,9,2897,2,Puce,-75.1660449,39.949646
265,"1851 Columbus Blvd, Philadelphia, PA",1851 Columbus Blvd,Philadelphia,PA,70,8393,9,Violet,-75.1405828,39.923491
299,"19354 Unit A Miller Rd, Rehoboth Beach, DE",19354 Unit A Miller Rd,Rehoboth Beach,DE,81,4099,7,Mauv,-75.1253405,38.7230368
17,"1750 Deptford Center Road, Woodbury, NJ",1750 Deptford Center Road,Woodbury,NJ,46,2626,4,Orange,-75.0980025,39.830729
284,"3584 Aramingo Ave, Philadelphia, PA",3584 Aramingo Ave,Philadelphia,PA,11,6460,2,Maroon,-75.09792,39.9934584
335,"1215 Hurffville Road, Deptford, NJ",1215 Hurffville Road,Deptford,NJ,75,974,2,Maroon,-75.0889011,39.8292029
255,"2107b Cottman Ave, Philadelphia, PA",2107b Cottman Ave,Philadelphia,PA,1,6770,6,Puce,-75.0632593,40.0503171
14,"3849 Delsea Drive, Vineland, NJ",3849 Delsea Drive,Vineland,NJ,52,8937,9,Goldenrod,-75.0354835,39.4318654
22,"712 Haddenfield, Cherry Hill, NJ",712 Haddenfield,Cherry Hill,NJ,19,509,5,Blue,-75.0315891,39.9289553
10,"509 Berlin - Cross Keys Rd, Sicklerville, NJ",509 Berlin - Cross Keys Rd,Sicklerville,NJ,36,4727,1,Mauv,-74.9961011,39.7439533
20,"1400 Nixon Dr., Mount Laurel, NJ",1400 Nixon Dr.,Mount Laurel,NJ,3,9942,8,Violet,-74.9586999,39.940269
4,"500 Route 73 South, Marlton, NJ",500 Route 73 South,Marlton,NJ,88,8401,9,Purple,-74.9187307,39.8797266
271,"2300 East Lincoln Highway, Langhorne, PA",2300 East Lincoln Highway,Langhorne,PA,51,4039,1,Mauv,-74.8810481,40.1836378
18,"2703 Mt. Holly Road, Burlington, NJ",2703 Mt. Holly Road,Burlington,NJ,81,4543,8,Fuscia,-74.8237998,40.0349657
272,"173a Levittown Parkway, Levittown, PA",173a Levittown Parkway,Levittown,PA,72,9361,9,Khaki,-74.8200298,40.1426423
5,"1300 Whitehorse Hamilton Sq Rd, Trenton, NJ",1300 Whitehorse Hamilton Sq Rd,Trenton,NJ,26,3196,1,Maroon,-74.6878413,40.2102504
16,"3373 Us Highway 1 Ste 54a, Lawrenceville, NJ",3373 Us Highway 1 Ste 54a,Lawrenceville,NJ,42,1749,2,Red,-74.6827318,40.2990467
9,"616 Marketplace Blvd, Hamilton, NJ",616 Marketplace Blvd,Hamilton,NJ,71,2880,2,Blue,-74.636635,40.1951607
13,"650 Consumer Square, Mays Landing, NJ",650 Consumer Square,Mays Landing,NJ,7,8047,5,Crimson,-74.6318543,39.4534586
26,"400 Commons Way, Suite 1355, Bridgewater, NJ",400 Commons Way,Bridgewater,NJ,55,5149,8,Maroon,-74.6195932,40.5859946
15,"6727 Black Horse Pike, Egg Harbor Township, NJ",6727 Black Horse Pike,Egg Harbor Township,NJ,41,5918,5,Khaki,-74.5621645,39.3994918
24,"395 Mount Hope Ave, Ste 100, Rockaway, NJ",395 Mount Hope Ave,Rockaway,NJ,43,4523,2,Teal,-74.5583855,40.9076881
68,"301 Mount Hope Ave Ste 2031a, Rockaway, NJ",301 Mount Hope Ave Ste 2031a,Rockaway,NJ,18,7256,1,Purple,-74.5534227,40.9070752
7,"767 Shoppes Blvd, North Brunswick, NJ",767 Shoppes Blvd,North Brunswick,NJ,14,1778,8,Indigo,-74.4571549,40.4600279
44,"1592 Route 22 East, Watchung, NJ",1592 Route 22 East,Watchung,NJ,82,3823,1,Crimson,-74.412853,40.642482
143,"330 Route 211 East, Middletown, NY",330 Route 211 East,Middletown,NY,47,2478,3,Blue,-74.3951747,41.4550318
8,"755 State Route 18, East Brunswick, NJ",755 State Route 18,East Brunswick,NJ,57,3077,2,Khaki,-74.3803045,40.4244705
122,"1200 Morris Turnpike, Short Hills, NJ",1200 Morris Turnpike,Short Hills,NJ,62,7449,7,Red,-74.3642457,40.7408743
1,"100 Menlo Park Drive, Sp 2545, Edison, NJ",100 Menlo Park Drive,Edison,NJ,1,7958,7,Maroon,-74.3357727,40.5474822
2,"3710 Route 9, Spot D-110, Freehold, NJ",3710 Route 9,Freehold,NJ,26,7666,4,Turquoise,-74.300294,40.2530887
3,"326 Woodbridge Center, Woodbridge, NJ",326 Woodbridge Center,Woodbridge,NJ,25,4604,8,Goldenrod,-74.2978464,40.5562784
67,"2268 Route 22 E, Union, NJ",2268 Route 22 E,Union,NJ,66,2561,3,Khaki,-74.2896829,40.6909801
12,"239 Stafford Park Blvd, Manahawkin, NJ",239 Stafford Park Blvd,Manahawkin,NJ,64,7496,9,Khaki,-74.2869326,39.7091275
329,"78 Brooksiide Ave, Chester, NY",78 Brooksiide Ave,Chester,NY,30,4108,1,Mauv,-74.2839989,41.3578225
54,"1400 Willowbrook Mall Sp 1820, Wayne, NJ",1400 Willowbrook Mall Sp 1820,Wayne,NJ,72,3100,6,Indigo,-74.2596908,40.8889597
6,"689 West Edgar Rd., Linden, NJ",689 West Edgar Rd.,Linden,NJ,94,2796,4,Pink,-74.2486763,40.6197808
87,"605 State Route 46 E, Little Falls, NJ",605 State Route 46 E,Little Falls,NJ,14,7791,4,Orange,-74.2162897,40.8865746
11,"255 Hwy 37 East, Toms River, NJ",255 Hwy 37 East,Toms River,NJ,47,7994,6,Yellow,-74.1800059,39.9610798
108,"95 William St, Newark, NJ",95 William St,Newark,NJ,94,4990,6,Violet,-74.1778961,40.7347455
82,"160 Market St, Newark, NJ",160 Market St,Newark,NJ,18,2760,5,Turquoise,-74.1729196,40.7354967
23,"301 Main Street, Suite 292, Paterson, NJ",301 Main Street,Paterson,NJ,5,6255,8,Indigo,-74.171842,40.91484
25,"651 Kapkowski Road, Space 1098, Elizabeth, NJ",651 Kapkowski Road,Elizabeth,NJ,35,4168,9,Puce,-74.1703969,40.6602306
53,"2865 Richmond Ave, Staten Island, NY",2865 Richmond Ave,Staten Island,NY,90,5863,3,Yellow,-74.1689259,40.5763269
117,"2655 Richmond Ave, Staten Island, NY",2655 Richmond Ave,Staten Island,NY,34,5199,4,Khaki,-74.1668656,40.5818414
45,"776 Route 3 West, Clifton, NJ",776 Route 3 West,Clifton,NJ,6,7478,1,Orange,-74.1527747,40.8372297
21,"1060 Cedarbridge Ave Ste 56a, Brick, NJ",1060 Cedarbridge Ave Ste 56a,Brick,NJ,59,6222,1,Green,-74.1438227,40.0578651
104,"1411 Forest Ave, Staten Island, NY",1411 Forest Ave,Staten Island,NY,98,2476,8,Purple,-74.1361222,40.6250687
88,"75 W Passaic St, Rochelle Park, NJ",75 W Passaic St,Rochelle Park,NJ,82,4351,3,Puce,-74.07619,40.910769
27,"1 Garden State Plz, Space1032, Paramus, NJ",1 Garden State Plz,Paramus,NJ,34,2354,5,Blue,-74.0752202,40.9185942
124,"390 Starke Rd, Carlstadt, NJ",390 Starke Rd,Carlstadt,NJ,53,3352,3,Orange,-74.0726962,40.8292827
144,"1431 Route 300, Newburgh, NY",1431 Route 300,Newburgh,NY,8,5282,8,Orange,-74.0717646,41.5241555
77,"15 E Midland Ave, Paramus, NJ",15 E Midland Ave,Paramus,NJ,70,2298,4,Turquoise,-74.0699427,40.9505992
48,"65 E State Rt 4, Paramus, NJ",65 E State Rt 4,Paramus,NJ,10,809,9,Goldenrod,-74.0657895,40.9201148
19,"180 Rte 35, Eatontown, NJ",180 Rte 35,Eatontown,NJ,28,444,4,Turquoise,-74.0522539,40.2915262
99,"30 Mall Dr. West, Jersey City, NJ",30 Mall Dr. West,Jersey City,NJ,58,4896,3,Khaki,-74.0379931,40.7268406
92,"106 Washington St, Hoboken, NJ",106 Washington St,Hoboken,NJ,34,3501,9,Purple,-74.0310676,40.7378007
112,"453 86th Street, Brooklyn, NY",453 86th Street,Brooklyn,NY,45,1281,9,Indigo,-74.0268588,40.6221917
113,"48 Rockland Plaza Route 59, Nanuet, NY",48 Rockland Plaza Route 59,Nanuet,NY,67,9321,9,Blue,-74.0159921,41.0983411
325,"185 Greenwich Street, Ll5100, New York, NY",185 Greenwich Street,New York,NY,46,6349,4,Violet,-74.01183,40.7118358
43,"5120 5th Ave, Brooklyn, NY",5120 5th Ave,Brooklyn,NY,47,2626,4,Turquoise,-74.0115265,40.6442463
333,"45 Wall Street, New York, NY",45 Wall Street,New York,NY,86,8060,7,Aquamarine,-74.0098337,40.7064044
51,"217 Broadway, New York, NY",217 Broadway,New York,NY,79,9392,7,Violet,-74.0086978,40.7117094
96,"33 Thomas St, New York, NY",33 Thomas St,New York,NY,59,239,6,Aquamarine,-74.006057,40.7165999
62,"260 Canal Street, New York, NY",260 Canal Street,New York,NY,80,833,1,Aquamarine,-74.0010326,40.718508
338,"180 8th Ave, New York, NY",180 8th Ave,New York,NY,81,7785,5,Red,-73.9999417,40.7428796
63,"532 Broadway, New York, NY",532 Broadway,New York,NY,93,3005,2,Khaki,-73.9984219,40.7230792
35,"2121-2123 86th Street, Brooklyn, NY",2121-2123 86th Street,Brooklyn,NY,80,4192,5,Red,-73.9952171,40.6031152
55,"592 Sixth Ave, New York, NY",592 Sixth Ave,New York,NY,64,5448,8,Pink,-73.995129,40.739297
69,"745 Broadway, New York, NY",745 Broadway,New York,NY,46,61,5,Crimson,-73.9929536,40.7303749
41,"160 Montague St, Brooklyn, NY",160 Montague St,Brooklyn,NY,56,9982,7,Orange,-73.9928968,40.6942035
115,"75 River Road, Edgewater, NJ",75 River Road,Edgewater,NJ,73,175,2,Maroon,-73.9922772,40.8032476
56,"209 West 34th Street, New York, NY",209 West 34th Street,New York,NY,84,4325,5,Pink,-73.9910744,40.7513633
337,"811 10th Ave, New York, NY",811 10th Ave,New York,NY,77,8254,2,Violet,-73.990953,40.7671519
142,"1137 Ulster Ave, Kingston, NY",1137 Ulster Ave,Kingston,NY,54,1275,2,Yellow,-73.9903934,41.9634857
72,"200 5th Avenue, New York, NY",200 5th Avenue,New York,NY,89,6255,6,Aquamarine,-73.989942,40.7419978
52,"31 E 17th St, New York, NY",31 E 17th St,New York,NY,33,8111,2,Blue,-73.9896058,40.7372272
74,"3 Times Sq, New York, NY",3 Times Sq,New York,NY,49,8796,8,Crimson,-73.9866995,40.7566955
71,"144 Delancey St, New York, NY",144 Delancey St,New York,NY,41,4125,8,Yellow,-73.9866422,40.7183378
324,"350 Fifth Avenue, Suite 114, New York, NY",350 Fifth Avenue,New York,NY,61,6971,1,Yellow,-73.9851073,40.7482436
106,"476 Fulton St, Brooklyn, NY",476 Fulton St,Brooklyn,NY,14,8291,8,Orange,-73.9838315,40.6898284
110,"250 West 57th Street, New York, NY",250 West 57th Street,New York,NY,76,1960,3,Green,-73.9824061,40.7662424
118,"2195 Broadway, New York, NY",2195 Broadway,New York,NY,28,8633,4,Mauv,-73.9808799,40.7830557
121,"1330 Avenue Of The Americas, New York, NY",1330 Avenue Of The Americas,New York,NY,4,3276,4,Goldenrod,-73.9784492,40.7619309
76,"381 Madison Ave, New York, NY",381 Madison Ave,New York,NY,5,4886,8,Puce,-73.9770567,40.7555233
32,"425 Lexington Avenue Suite 150, New York, NY",425 Lexington Avenue Suite 150,New York,NY,85,9841,3,Pink,-73.975021,40.7523492
46,"350 Park Ave, New York, NY",350 Park Ave,New York,NY,96,5706,7,Purple,-73.973889,40.7583379
61,"2540 Broadway, New York, NY",2540 Broadway,New York,NY,50,7900,4,Green,-73.9717309,40.7940247
86,"92 Linwood Plaza, Fort Lee, NJ",92 Linwood Plaza,Fort Lee,NJ,2,943,9,Fuscia,-73.9713396,40.860524
97,"773 Lexington Ave, New York, NY",773 Lexington Ave,New York,NY,22,5530,6,Violet,-73.9670429,40.7632356
111,"1103 Third Avenue, New York, NY",1103 Third Avenue,New York,NY,12,1771,8,Red,-73.9637873,40.7649672
36,"1101 Kings Hwy, Brooklyn, NY",1101 Kings Hwy,Brooklyn,NY,10,5074,4,Mauv,-73.961721,40.6076546
93,"618-620 Brighton Beach Ave, Brooklyn, NY",618-620 Brighton Beach Ave,Brooklyn,NY,73,3440,5,Green,-73.9607877,40.5775791
75,"1330 Palisades Center Dr., West Nyack, NY",1330 Palisades Center Dr.,West Nyack,NY,66,6406,3,Orange,-73.9570685,41.097703
100,"200 E 86th St, New York, NY",200 E 86th St,New York,NY,85,1192,3,Green,-73.9536622,40.7784384
79,"3545 Broadway, New York, NY",3545 Broadway,New York,NY,48,8588,3,Yellow,-73.9506544,40.8268056
49,"1610 Flatbush Avenue, Brooklyn, NY",1610 Flatbush Avenue,Brooklyn,NY,12,3532,6,Fuscia,-73.9462555,40.6311294
91,"81 West 125th Street, New York, NY",81 West 125th Street,New York,NY,42,7116,8,Goldenrod,-73.9449387,40.8078287
102,"21 Graham Avenue, Brooklyn, NY",21 Graham Avenue,Brooklyn,NY,6,5713,4,Goldenrod,-73.942641,40.7019109
89,"614 West 181st Street, New York, NY",614 West 181st Street,New York,NY,69,1142,2,Crimson,-73.9345566,40.8494959
47,"2882 C 3rd Ave, Bronx, NY",2882 C 3rd Ave,Bronx,NY,71,8051,5,Orange,-73.916236,40.816689
114,"30-67 Steinway St., Astoria, NY",30-67 Steinway St.,Astoria,NY,79,4741,9,Blue,-73.9161852,40.762154
33,"2201 31st St., Astoria, NY",2201 31st St.,Astoria,NY,89,3056,1,Fuscia,-73.9107853,40.7757603
95,"2066 Broadway (171 West 71st), New York, NY",2066 Broadway (171 West 71st),New York,NY,32,9215,4,Orange,-73.9014441,40.6774894
109,"16 East Fordham Rd, Bronx, NY",16 East Fordham Rd,Bronx,NY,63,5413,4,Orange,-73.9005712,40.862359
29,"3025 E Main St, Bldg A Ste 1, Cortlandt Manor, NY",3025 E Main St,Cortlandt Manor,NY,1,2466,6,Orange,-73.9001377,41.2548162
139,"404 Balltown Rd, Schenectady, NY",404 Balltown Rd,Schenectady,NY,67,9528,4,Fuscia,-73.8924869,42.7719433
119,"381 East Fordham Rd, Bronx, NY",381 East Fordham Rd,Bronx,NY,53,4002,4,Pink,-73.8919134,40.8620783
58,"1014 Southern Blvd, Bronx, NY",1014 Southern Blvd,Bronx,NY,91,202,7,Purple,-73.8914534,40.8234898
101,"3736 82nd Street, Jackson Heights, NY",3736 82nd Street,Jackson Heights,NY,26,85,4,Violet,-73.8842951,40.7486715
59,"1559 Westchester Avenue, Bronx, NY",1559 Westchester Avenue,Bronx,NY,42,9930,3,Violet,-73.8775346,40.828976
80,"494 Gateway Dr Unit 14, Brooklyn, NY",494 Gateway Dr Unit 14,Brooklyn,NY,81,859,3,Purple,-73.8717518,40.6539994
40,"37-14 Junction Blvd, Corona, NY",37-14 Junction Blvd,Corona,NY,7,6156,3,Mauv,-73.8707984,40.7510232
64,"9015 Queens Blvd Ste 25, Elmhurst, NY",9015 Queens Blvd Ste 25,Elmhurst,NY,80,3569,4,Mauv,-73.8699596,40.7344368
332,"2168-b White Plains Rd, Bronx, NY",2168-b White Plains Rd,Bronx,NY,77,8042,2,Crimson,-73.8673361,40.8554068
31,"1949 Turnbull Avenue, Bronx, NY",1949 Turnbull Avenue,Bronx,NY,5,1253,8,Mauv,-73.8573208,40.8233863
30,"5560 Xavier Drive, Ste 5a60, Yonkers, NY",5560 Xavier Drive,Yonkers,NY,53,5311,2,Fuscia,-73.8534669,40.92658
131,"1 Crossgates Mall Rd, Albany, NY",1 Crossgates Mall Rd,Albany,NY,63,6,2,Fuscia,-73.8501765,42.689963
132,"1 Crossgates Mall Rd Spc B-128, Albany, NY",1 Crossgates Mall Rd Spc B-128,Albany,NY,47,966,7,Violet,-73.8501765,42.689963
38,"10724 Continental Ave, Forest Hills, NY",10724 Continental Ave,Forest Hills,NY,31,6508,6,Crimson,-73.8440453,40.7207176
37,"39-15 Main Street, Flushing, NY",39-15 Main Street,Flushing,NY,24,4220,4,Yellow,-73.8299883,40.7598334
34,"2152 Bartow Avenue, Bronx, NY",2152 Bartow Avenue,Bronx,NY,80,2866,1,Teal,-73.8248824,40.8682671
57,"835 Central Park Ave, Scarsdale, NY",835 Central Park Ave,Scarsdale,NY,54,3141,5,Violet,-73.8198278,40.9952148
107,"164 - 11 Jamaica Ave, Jamaica, NY",164 - 11 Jamaica Ave,Jamaica,NY,58,4622,6,Blue,-73.7954239,40.7054891
50,"61-44 188th St, Fresh Meadows, NY",61-44 188th St,Fresh Meadows,NY,76,5017,3,Purple,-73.7864642,40.7393458
81,"205-14 Northern Blvd, Bayside, NY",205-14 Northern Blvd,Bayside,NY,37,9504,7,Purple,-73.7780994,40.7576221
133,"2 Kross Keys Dr, Albany, NY",2 Kross Keys Dr,Albany,NY,68,7818,6,Puce,-73.7741574,42.692439
39,"400 Hamilton Ave, White Plains, NY",400 Hamilton Ave,White Plains,NY,56,8180,4,Red,-73.7658963,41.0350832
126,"3057 Route 50, Ste 900, Saratoga Springs, NY",3057 Route 50,Saratoga Springs,NY,25,7265,6,Purple,-73.7374081,43.1019675
70,"316 Rockaway Turnpike, Cedarhurst, NY",316 Rockaway Turnpike,Cedarhurst,NY,25,6530,9,Turquoise,-73.7359715,40.6261772
84,"47 Northern Blvd, Great Neck, NY",47 Northern Blvd,Great Neck,NY,8,8164,6,Teal,-73.7331443,40.7740093
123,"134 E. Main Street, Mount Kisco, NY",134 E. Main Street,Mount Kisco,NY,31,5750,1,Maroon,-73.7275248,41.2054275
330,"750 Sunrise Highway, Valley Stream, NY",750 Sunrise Highway,Valley Stream,NY,52,3420,4,Violet,-73.7268798,40.6638311
94,"1096 Green Acres Mall, Valley Stream, NY",1096 Green Acres Mall,Valley Stream,NY,7,4682,8,Purple,-73.7192917,40.6624591
130,"307 Troy Road, Rensselaer, NY",307 Troy Road,Rensselaer,NY,36,3137,5,Green,-73.6987317,42.6452408
386,"11563 & 11565 West Broad St, Richmond, VA",11563 & 11565 West Broad St,Richmond,VA,18,4659,7,Fuscia,-73.6742232,40.6589417
135,"74 Quaker Road, Queensbury, NY",74 Quaker Road,Queensbury,NY,10,8904,4,Red,-73.6667275,43.3311902
78,"198 Armstrong Rd, Garden City Park, NY",198 Armstrong Rd,Garden City Park,NY,61,8687,6,Orange,-73.6545489,40.7375382
42,"154 Fulton Avenue, Hempstead, NY",154 Fulton Avenue,Hempstead,NY,58,766,5,Teal,-73.6304179,40.7068426
186,"42 Greenwich Ave, Greenwich, CT",42 Greenwich Ave,Greenwich,CT,84,8809,6,Red,-73.6270596,41.0301195
85,"630 Old Country Road, Garden City, NY",630 Old Country Road,Garden City,NY,33,4829,9,Green,-73.6142374,40.7382485
334,"239 Old Country Road, Carle Place, NY",239 Old Country Road,Carle Place,NY,100,1531,6,Goldenrod,-73.6124562,40.7439383
120,"2411c Hempstead Turnpike, East Meadow, NY",2411c Hempstead Turnpike,East Meadow,NY,67,779,1,Yellow,-73.5460499,40.725248
188,"2147 Summer St., Stamford, CT",2147 Summer St.,Stamford,CT,60,1429,6,Blue,-73.5452687,41.0669613
225,"100 Greyrock Place Space, Stamford, CT",100 Greyrock Place Space,Stamford,CT,69,7798,8,Mauv,-73.5369585,41.0529958
90,"350 N. Broadway, Jericho, NY",350 N. Broadway,Jericho,NY,70,8156,7,Maroon,-73.5321498,40.7812676
141,"43 Smithfield Blvd, Plattsburgh, NY",43 Smithfield Blvd,Plattsburgh,NY,81,3829,6,Violet,-73.4942391,44.6997162
28,"4037 Hempstead Tpke, Suite 3, Bethpage, NY",4037 Hempstead Tpke,Bethpage,NY,74,2903,8,Maroon,-73.4863089,40.7260902
214,"7 Backus Ave., Danbury, CT",7 Backus Ave.,Danbury,CT,46,9500,7,Orange,-73.4809567,41.3803181
